k_agg,kappa,omega,delta,Lev,r_0,epsilon,gamma,CAR,alpha1,lambda1,iota1,iota2,beta2,kappa_L,sigma,lambda2,tau,chi,u,w
18000,0.25,0.5,0.015,0.6,0.0125,-1.1,0.44,0.12,0.8,0.76,-1.9,0.8,0.06,0.065,2.8,0.12,47,0.75,0.8,1
